Age,Gender,Education Level,Job Title,Years of Experience,Salary (USD),Race
34.0,Male,Bachelors,Manager/Director/VP,9.0,185000.0,White
25.0,Female,Masters,Data Analyst/Scientist,1.0,100000.0,White
33.0,Male,PhD,Data Analyst/Scientist,8.0,190000.0,White
31.0,Female,Bachelors,Software/Developer,6.0,155000.0,Australian
28.0,Male,Masters,Manager/Director/VP,3.0,130000.0,Asian
30.0,Female,Bachelors,Data Analyst/Scientist,5.0,145000.0,White
28.0,Male,Bachelors,Software/Developer,3.0,125000.0,Asian
26.0,Female,Masters,Manager/Director/VP,2.0,120000.0,White
27.0,Male,Bachelors,Data Analyst/Scientist,2.0,110000.0,White
30.0,Female,PhD,Data Analyst/Scientist,5.0,180000.0,Black
29.0,Male,Bachelors,Software/Developer,4.0,140000.0,Asian
32.0,Male,Bachelors,Manager/Director/VP,7.0,170000.0,African American
25.0,Female,Masters,Data Analyst/Scientist,1.0,100000.0,Black
33.0,Male,PhD,Data Analyst/Scientist,8.0,190000.0,Australian
31.0,Female,Bachelors,Software/Developer,6.0,155000.0,Chinese
28.0,Male,Masters,Manager/Director/VP,3.0,130000.0,Mixed
30.0,Female,Bachelors,Data Analyst/Scientist,5.0,145000.0,White
27.0,Male,PhD,Data Analyst/Scientist,2.0,115000.0,Australian
29.0,Female,Bachelors,Software/Developer,4.0,140000.0,Korean
34.0,Male,Bachelors,Manager/Director/VP,9.0,185000.0,Korean
25.0,Female,Masters,Data Analyst/Scientist,1.0,100000.0,Chinese
33.0,Male,PhD,Data Analyst/Scientist,8.0,190000.0,Asian
31.0,Female,Bachelors,Software/Developer,6.0,155000.0,Asian
28.0,Male,Masters,Manager/Director/VP,3.0,130000.0,Australian
30.0,Female,Bachelors,Data Analyst/Scientist,5.0,145000.0,Australian
28.0,Male,Bachelors,Software/Developer,3.0,125000.0,Black
26.0,Female,Masters,Manager/Director/VP,2.0,120000.0,Asian
27.0,Male,Bachelors,Data Analyst/Scientist,2.0,110000.0,White
30.0,Female,PhD,Data Analyst/Scientist,5.0,180000.0,African American
29.0,Male,Bachelors,Software/Developer,4.0,140000.0,Asian
32.0,Male,Bachelors,Manager/Director/VP,7.0,170000.0,Korean
25.0,Female,Masters,Data Analyst/Scientist,1.0,100000.0,Asian
33.0,Male,PhD,Data Analyst/Scientist,8.0,190000.0,Asian
31.0,Female,Bachelors,Software/Developer,6.0,155000.0,Chinese
28.0,Male,Masters,Manager/Director/VP,3.0,130000.0,Hispanic
30.0,Female,Bachelors,Data Analyst/Scientist,5.0,145000.0,White
27.0,Male,PhD,Data Analyst/Scientist,2.0,115000.0,Korean
29.0,Female,Bachelors,Software/Developer,4.0,140000.0,African American
34.0,Male,Bachelors,Manager/Director/VP,9.0,185000.0,Chinese
25.0,Female,Masters,Data Analyst/Scientist,1.0,100000.0,Mixed
33.0,Male,PhD,Data Analyst/Scientist,8.0,190000.0,Welsh
31.0,Female,Bachelors,Software/Developer,6.0,155000.0,Asian
28.0,Male,Masters,Manager/Director/VP,3.0,130000.0,Asian
30.0,Female,Bachelors,Data Analyst/Scientist,5.0,145000.0,White
27.0,Male,PhD,Data Analyst/Scientist,2.0,115000.0,Korean
29.0,Female,Bachelors,Software/Developer,4.0,140000.0,Hispanic
34.0,Male,Bachelors,Manager/Director/VP,9.0,185000.0,Mixed
25.0,Female,Masters,Data Analyst/Scientist,1.0,100000.0,Australian
33.0,Male,PhD,Data Analyst/Scientist,8.0,190000.0,Chinese
31.0,Female,Bachelors,Software/Developer,6.0,155000.0,Hispanic
28.0,Male,Masters,Manager/Director/VP,3.0,130000.0,Asian
30.0,Female,Bachelors,Data Analyst/Scientist,5.0,145000.0,Asian
28.0,Male,Bachelors,Software/Developer,3.0,125000.0,Asian
26.0,Female,Masters,Manager/Director/VP,2.0,120000.0,Australian
27.0,Male,Bachelors,Data Analyst/Scientist,2.0,110000.0,Asian
30.0,Female,PhD,Data Analyst/Scientist,5.0,180000.0,Asian
29.0,Male,Bachelors,Software/Developer,4.0,140000.0,Hispanic
32.0,Male,Bachelors,Manager/Director/VP,7.0,170000.0,White
25.0,Female,Masters,Data Analyst/Scientist,1.0,100000.0,Welsh
33.0,Male,PhD,Data Analyst/Scientist,8.0,190000.0,Korean
31.0,Female,Bachelors,Software/Developer,6.0,155000.0,Asian
28.0,Male,Masters,Manager/Director/VP,3.0,130000.0,Mixed
30.0,Female,Bachelors,Data Analyst/Scientist,5.0,145000.0,White
27.0,Male,PhD,Data Analyst/Scientist,2.0,115000.0,Asian
29.0,Female,Bachelors,Software/Developer,4.0,140000.0,Korean
34.0,Male,Bachelors,Manager/Director/VP,9.0,185000.0,Korean
25.0,Female,Masters,Data Analyst/Scientist,1.0,100000.0,Asian
33.0,Male,PhD,Data Analyst/Scientist,8.0,190000.0,Mixed
31.0,Female,Bachelors,Software/Developer,6.0,155000.0,Welsh
28.0,Male,Masters,Manager/Director/VP,3.0,130000.0,Asian
30.0,Female,Bachelors,Data Analyst/Scientist,5.0,145000.0,Chinese
27.0,Male,PhD,Data Analyst/Scientist,2.0,115000.0,Welsh
29.0,Female,Bachelors,Software/Developer,4.0,140000.0,Chinese
34.0,Male,Bachelors,Manager/Director/VP,9.0,185000.0,White
25.0,Female,Masters,Data Analyst/Scientist,1.0,100000.0,White
33.0,Male,PhD,Data Analyst/Scientist,8.0,190000.0,Mixed
31.0,Female,Bachelors,Software/Developer,6.0,155000.0,Chinese
28.0,Male,Masters,Manager/Director/VP,3.0,130000.0,White
30.0,Female,Bachelors,Data Analyst/Scientist,5.0,145000.0,White
27.0,Male,PhD,Data Analyst/Scientist,2.0,115000.0,Mixed
29.0,Female,Bachelors,Software/Developer,4.0,140000.0,White
34.0,Male,Bachelors,Manager/Director/VP,9.0,185000.0,Asian
25.0,Female,Masters,Data Analyst/Scientist,1.0,100000.0,Asian
33.0,Male,PhD,Data Analyst/Scientist,8.0,190000.0,Asian
31.0,Female,Bachelors,Software/Developer,6.0,155000.0,Australian
28.0,Male,Masters,Manager/Director/VP,3.0,130000.0,Asian
30.0,Female,Bachelors,Data Analyst/Scientist,5.0,145000.0,Chinese
27.0,Male,PhD,Data Analyst/Scientist,2.0,115000.0,White
29.0,Female,Bachelors,Software/Developer,4.0,140000.0,Chinese
34.0,Male,Bachelors,Manager/Director/VP,9.0,185000.0,White
25.0,Female,Masters,Data Analyst/Scientist,1.0,100000.0,Korean
33.0,Male,PhD,Data Analyst/Scientist,8.0,190000.0,Mixed
31.0,Female,Bachelors,Software/Developer,6.0,155000.0,White
28.0,Male,Masters,Manager/Director/VP,3.0,130000.0,White
30.0,Female,Bachelors,Data Analyst/Scientist,5.0,145000.0,Hispanic
27.0,Male,PhD,Data Analyst/Scientist,2.0,115000.0,Welsh
29.0,Female,Bachelors,Software/Developer,4.0,140000.0,Asian
34.0,Male,Bachelors,Manager/Director/VP,9.0,185000.0,Australian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Australian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,White
27.0,Female,Bachelors,Manager/Director/VP,4.0,150000.0,Welsh
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Chinese
31.0,Female,Masters,Data Analyst/Scientist,9.0,195000.0,Asian
28.0,Male,Bachelors,Software/Developer,5.0,160000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,African American
25.0,Male,Bachelors,Data Analyst/Scientist,2.0,110000.0,Hispanic
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Korean
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Mixed
34.0,Female,Masters,Manager/Director/VP,12.0,196000.0,Chinese
23.0,Male,Bachelors,Data Analyst/Scientist,1.0,95000.0,Korean
32.0,Female,PhD,Data Analyst/Scientist,10.0,193000.0,White
29.0,Male,Bachelors,Software/Developer,6.0,175000.0,White
30.0,Female,Bachelors,Manager/Director/VP,5.0,160000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Black
31.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Korean
28.0,Male,Bachelors,Software/Developer,5.0,160000.0,African American
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Mixed
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Black
34.0,Female,Masters,Manager/Director/VP,12.0,196000.0,White
25.0,Male,Bachelors,Data Analyst/Scientist,2.0,110000.0,Chinese
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,White
27.0,Female,Bachelors,Manager/Director/VP,4.0,150000.0,White
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Korean
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Asian
33.0,Male,Masters,Manager/Director/VP,11.0,198000.0,White
26.0,Female,Bachelors,Data Analyst/Scientist,3.0,130000.0,White
30.0,Male,PhD,Data Analyst/Scientist,7.0,185000.0,African American
27.0,Female,Bachelors,Software/Developer,4.0,140000.0,Welsh
34.0,Male,Masters,Manager/Director/VP,12.0,196000.0,Korean
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,Korean
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Asian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,White
30.0,Male,Bachelors,Data Analyst/Scientist,5.0,160000.0,African American
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,African American
31.0,Female,PhD,Data Analyst/Scientist,9.0,195000.0,White
28.0,Male,Bachelors,Software/Developer,5.0,160000.0,Asian
27.0,Female,Bachelors,Manager/Director/VP,4.0,150000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,White
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,White
25.0,Male,Bachelors,Data Analyst/Scientist,2.0,110000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Asian
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Chinese
34.0,Female,Masters,Manager/Director/VP,12.0,196000.0,Mixed
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Asian
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Australian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Australian
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Australian
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Asian
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Asian
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,White
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Hispanic
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Australian
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Asian
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Welsh
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Hispanic
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,African American
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Chinese
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Asian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Korean
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Korean
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,Hispanic
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Hispanic
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Asian
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Australian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Asian
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,White
25.0,Male,Bachelors,Data Analyst/Scientist,2.0,125000.0,White
28.0,Female,Masters,Data Analyst/Scientist,6.0,175000.0,Asian
30.0,Male,Bachelors,Software/Developer,8.0,190000.0,White
27.0,Female,Bachelors,Manager/Director/VP,4.0,150000.0,Welsh
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,95000.0,Mixed
31.0,Male,Masters,Data Analyst/Scientist,9.0,195000.0,White
28.0,Male,Bachelors,Software/Developer,5.0,160000.0,African American
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Asian
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Chinese
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,White
34.0,Female,Masters,Manager/Director/VP,12.0,196000.0,Asian
23.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Asian
32.0,Female,PhD,Data Analyst/Scientist,10.0,193000.0,Black
29.0,Male,Bachelors,Software/Developer,6.0,170000.0,Hispanic
30.0,Female,Bachelors,Manager/Director/VP,5.0,160000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,135000.0,Asian
31.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,White
28.0,Male,Bachelors,Software/Developer,5.0,160000.0,Mixed
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Black
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Korean
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Australian
34.0,Female,Masters,Manager/Director/VP,12.0,196000.0,Asian
25.0,Male,Bachelors,Data Analyst/Scientist,2.0,115000.0,Korean
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Korean
27.0,Female,Bachelors,Manager/Director/VP,4.0,150000.0,African American
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Asian
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Asian
33.0,Male,Masters,Manager/Director/VP,11.0,198000.0,Mixed
26.0,Female,Bachelors,Data Analyst/Scientist,3.0,130000.0,Asian
30.0,Male,PhD,Data Analyst/Scientist,7.0,185000.0,Welsh
27.0,Female,Bachelors,Software/Developer,4.0,140000.0,White
34.0,Male,Masters,Manager/Director/VP,12.0,196000.0,Korean
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Black
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,White
30.0,Male,Bachelors,Data Analyst/Scientist,5.0,160000.0,Chinese
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Welsh
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Asian
31.0,Female,PhD,Data Analyst/Scientist,9.0,195000.0,Asian
28.0,Male,Bachelors,Software/Developer,5.0,160000.0,Black
27.0,Female,Bachelors,Manager/Director/VP,4.0,150000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Black
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Black
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,African American
25.0,Male,Bachelors,Data Analyst/Scientist,2.0,110000.0,Welsh
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,White
34.0,Female,Masters,Manager/Director/VP,12.0,196000.0,Welsh
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Chinese
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Black
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Korean
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Black
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Asian
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Korean
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Black
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Hispanic
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Australian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Asian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Asian
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Welsh
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Black
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Black
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,White
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Korean
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,White
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,African American
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Hispanic
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Asian
23.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,White
27.0,Female,Masters,Data Analyst/Scientist,4.0,150000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,White
24.0,Female,Bachelors,Manager/Director/VP,3.0,125000.0,Australian
25.0,Male,Bachelors,Data Analyst/Scientist,2.0,110000.0,Chinese
31.0,Male,Masters,Data Analyst/Scientist,7.0,180000.0,Hispanic
28.0,Male,Bachelors,Software/Developer,5.0,160000.0,Asian
33.0,Female,Masters,Manager/Director/VP,10.0,195000.0,Korean
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Welsh
30.0,Female,PhD,Data Analyst/Scientist,6.0,170000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Asian
34.0,Female,Masters,Manager/Director/VP,11.0,196000.0,Australian
23.0,Male,Bachelors,Data Analyst/Scientist,1.0,92000.0,Asian
32.0,Female,PhD,Data Analyst/Scientist,9.0,195000.0,Australian
29.0,Male,Bachelors,Software/Developer,6.0,170000.0,Mixed
30.0,Female,Bachelors,Manager/Director/VP,5.0,160000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,135000.0,White
31.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Korean
28.0,Male,Bachelors,Software/Developer,5.0,165000.0,Asian
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Australian
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,95000.0,Asian
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,African American
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,African American
34.0,Female,Masters,Manager/Director/VP,12.0,196000.0,Australian
25.0,Male,Bachelors,Data Analyst/Scientist,2.0,115000.0,Asian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Asian
27.0,Female,Bachelors,Manager/Director/VP,4.0,150000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Asian
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,White
33.0,Male,Masters,Manager/Director/VP,11.0,198000.0,Korean
26.0,Female,Bachelors,Data Analyst/Scientist,3.0,130000.0,Asian
30.0,Male,PhD,Data Analyst/Scientist,7.0,185000.0,Welsh
27.0,Female,Bachelors,Software/Developer,4.0,140000.0,Asian
34.0,Male,Masters,Manager/Director/VP,12.0,196000.0,Asian
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Asian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Hispanic
30.0,Male,Bachelors,Data Analyst/Scientist,5.0,160000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Mixed
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,White
31.0,Female,PhD,Data Analyst/Scientist,9.0,195000.0,Hispanic
28.0,Male,Bachelors,Software/Developer,5.0,160000.0,White
27.0,Female,Bachelors,Manager/Director/VP,4.0,150000.0,Korean
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Asian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Korean
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Hispanic
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Hispanic
25.0,Male,Bachelors,Data Analyst/Scientist,2.0,110000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Asian
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,White
34.0,Female,Masters,Manager/Director/VP,12.0,196000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Asian
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Mixed
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Australian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Asian
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Asian
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Chinese
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Black
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Black
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Asian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Asian
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Asian
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Welsh
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,Australian
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Mixed
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Welsh
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Korean
